player_id,fullname,height,weight,position,from_year,to_year,birth_date,hall_of_fame
lewisre01,Reggie Lewis,6-7,195,G-F,1988,1993,1965-11-21,n
lewissc01,Scottie Lewis,6-5,189,G,2022,2022,2000-03-12,n
liberma01,Marcus Liberty,6-8,205,F,1991,1994,1968-10-27,n
lichtto01,Todd Lichti,6-4,205,G-F,1990,1994,1967-01-08,n
liddeej01,E.J. Liddell,6-7,240,F,2024,2025,2000-12-18,n
liggide01,DeAndre Liggins,6-6,209,G,2012,2018,1988-03-31,n
ligonbi01,Bill Ligon,6-4,180,G,1975,1975,1952-05-29,n
ligongo01,Goose Ligon,6-7,210,F-C,1968,1974,1944-02-22,n
lillada01,Damian Lillard,6-2,195,G,2013,2025,1990-07-15,n
linje01,Jeremy Lin,6-3,200,G,2011,2019,1988-08-23,n
lingest01,Steve Lingenfelter,6-9,225,F,1983,1984,1958-06-10,n
listeal01,Alton Lister,7-0,240,C-F,1982,1998,1958-10-01,n
littlna01,Nassir Little,6-5,220,F,2020,2024,2000-02-11,n
littlsa01,Sammy Little,6-0,180,G,1970,1970,1946-03-29,n
littlge01,Gene Littles,6-0,160,G,1970,1975,1943-06-29,n
livelde01,Dereck Lively II,7-1,230,C,2024,2025,2004-02-12,n
liveris01,Isaiah Livers,6-7,230,F,2022,2024,1998-07-28,n
livinch01,Chris Livingston,6-6,220,F,2024,2025,2003-10-15,n
livinra01,Randy Livingston,6-4,209,G,1997,2007,1975-04-02,n
livinsh01,Shaun Livingston,6-7,192,G,2005,2019,1985-09-11,n
livinro01,Ron Livingstone,6-10,220,C,1950,1951,1925-10-09,n
llamaho01,Horacio Llamas,6-11,285,C,1997,1998,1973-07-17,n
lloydbo01,Bobby Lloyd,6-2,184,G,1968,1969,1946-01-03,n
lloydch01,Chuck Lloyd,6-8,220,C-F,1971,1971,1947-05-22,n
lloydea01,Earl Lloyd,6-5,200,F-C,1951,1960,1928-04-03,y
lloydle01,Lewis Lloyd,6-6,205,G-F,1982,1990,1959-02-22,n
lloydsc01,Scott Lloyd,6-10,230,C-F,1977,1983,1952-12-19,n
lochmri01,Riney Lochmann,6-6,215,F,1968,1970,1944-05-26,n
lochmbo01,Bob Lochmueller,6-5,185,F,1953,1953,1927-06-05,n
lockro01,Rob Lock,6-9,225,F,1989,1989,1966-05-22,n
lockhda01,Darrell Lockhart,6-9,245,C,1984,1984,1960-09-14,n
lockhia01,Ian Lockhart,6-8,240,F,1991,1991,1967-06-25,n
loderke01,Kevin Loder,6-6,205,F-G,1982,1984,1959-03-15,n
lofgrdo01,Don Lofgran,6-5,200,F-C,1951,1954,1929-11-08,n
loftoke01,Kenneth Lofton Jr.,6-7,275,F,2023,2024,2002-08-14,n
loftoza01,Zach Lofton,6-4,180,G,2019,2019,1992-11-18,n
loganhe01,Henry Logan,6-0,180,G,1969,1970,1946-03-14,n
loganjo01,John Logan,6-2,175,G,1947,1951,1921-01-01,n
lohaubr01,Brad Lohaus,6-11,230,F-C,1988,1998,1964-09-29,n
longar01,Art Long,6-9,250,F-C,2001,2003,1972-10-01,n
longgr01,Grant Long,6-8,225,F,1989,2003,1966-03-12,n
longjo01,John Long,6-5,195,G-F,1979,1997,1956-08-28,n
longpa01,Paul Long,6-2,180,G,1968,1971,1944-02-08,n
longsh01,Shawn Long,6-9,255,C-F,2017,2017,1993-01-29,n
longwi01,Willie Long,6-8,225,F-C,1972,1974,1950-03-01,n
longllu01,Luc Longley,7-2,265,C,1992,2001,1969-01-19,n
looneke01,Kevon Looney,6-9,222,F-C,2016,2025,1996-02-06,n
lopezbr01,Brook Lopez,7-1,282,C,2009,2025,1988-04-01,n
lopezfe01,Felipe López,6-5,199,G,1999,2002,1974-12-19,n
lopezra01,Raül López,6-1,170,G,2004,2005,1980-04-15,n
lopezro01,Robin Lopez,7-1,281,C,2009,2024,1988-04-01,n
lorthry01,Ryan Lorthridge,6-4,190,G,1995,1995,1972-07-27,n
loscuji01,Jim Loscutoff,6-5,220,F,1956,1964,1930-02-04,n
lottpl01,Plummer Lott,6-5,210,F-G,1968,1969,1945-12-11,n
loughke01,Kevin Loughery,6-3,190,G,1963,1973,1940-03-28,n
louzama01,Didi Louzada,6-5,188,G,2021,2022,1999-02-07,n
lovebo01,Bob Love,6-8,215,F,1967,1977,1942-12-08,n
loveke01,Kevin Love,6-8,251,F-C,2009,2025,1988-09-07,n
lovest01,Stan Love,6-9,215,F,1972,1975,1949-04-09,n
lovelcl01,Clyde Lovellette,6-9,234,C-F,1954,1964,1929-09-07,y
lowesi01,Sidney Lowe,6-0,195,G,1984,1990,1960-01-21,n
lowerch01,Charlie Lowery,6-3,185,G,1972,1972,1949-11-12,n
lowryky01,Kyle Lowry,6-0,196,G,2007,2025,1986-03-25,n
loydjo01,Jordan Loyd,6-4,210,G,2019,2019,1993-07-27,n
lucasal01,Al Lucas,6-3,195,F-G,1949,1949,1922-07-04,n
lucasje01,Jerry Lucas,6-8,230,F-C,1964,1974,1940-03-30,y
lucasjo01,John Lucas,6-3,175,G,1977,1990,1953-10-31,n
lucaska01,Kalin Lucas,6-1,195,G,2015,2019,1989-05-24,n
lucasma01,Maurice Lucas,6-9,215,F-C,1975,1988,1952-02-18,n
lucasjo02,John Lucas III,5-11,166,G,2006,2017,1982-11-21,n
luckete01,Ted Luckenbill,6-6,205,F,1962,1963,1939-07-27,n
luety01,Tyronn Lue,6-0,175,G,1999,2009,1977-05-03,n
luisiji01,Jim Luisi,6-2,180,G,1954,1954,1928-11-02,n
lujacal01,Al Lujack,6-3,220,F,1947,1947,1920-10-05,n
lumpkph01,Phil Lumpkin,6-0,165,G,1975,1976,1951-12-20,n
lumppra01,Ray Lumpp,6-1,178,G,1949,1953,1923-07-11,n
lundbga01,Gabriel Lundberg,6-4,203,G,2022,2022,1994-12-04,n
lundyse01,Seth Lundy,6-6,220,G-F,2024,2024,2000-04-02,n
luwawti01,Timothé Luwawu-Cabarrot,6-7,220,F,2017,2022,1995-05-09,n
lydonty01,Tyler Lydon,6-10,225,F,2018,2019,1996-04-09,n
lylestr01,Trey Lyles,6-9,234,F,2016,2025,1995-11-05,n
lynamrb01,R.B. Lynam,6-1,190,G,1968,1968,,n
lynchge01,George Lynch,6-8,218,F,1994,2005,1970-09-03,n
lynchke01,Kevin Lynch,6-5,195,G-F,1992,1993,1968-12-24,n
lynnlo01,Lonnie Lynn,6-7,215,F,1970,1970,1943-05-24,n
lynnmi01,Mike Lynn,6-7,215,F,1970,1971,1945-11-25,n
mcclesh01,Sheldon Mac,6-5,200,G,2017,2017,1992-12-21,n
maccuto01,Todd MacCulloch,7-0,280,C,2000,2003,1976-01-27,n
macgiro01,Ronnie MacGilvray,6-2,185,G,1955,1955,1930-07-20,n
macledo01,Don MacLean,6-10,235,F,1993,2001,1970-01-16,n
macalmi01,Mike Macaluso,6-5,210,F,1974,1974,1951-07-20,n
macaued01,Ed Macauley,6-8,185,C-F,1950,1959,1928-03-22,y
machasc01,Scott Machado,6-1,205,G,2013,2019,1990-06-08,n
macijar01,Arvydas Macijauskas,6-4,214,G,2006,2006,1980-01-19,n
mackol01,Ollie Mack,6-3,185,G,1980,1982,1957-06-06,n
macksa01,Sam Mack,6-7,220,F-G,1993,2002,1970-05-26,n
macksh01,Shelvin Mack,6-3,203,G,2012,2019,1990-04-22,n
mackema01,Malcolm Mackey,6-9,248,F-C,1994,1994,1970-07-11,n
macklru01,Rudy Macklin,6-7,205,F-G,1982,1984,1958-02-19,n
macklve01,Vernon Macklin,6-10,227,F,2012,2012,1986-09-20,n
macknjo01,Johnny Macknowski,6-0,180,G-F,1950,1951,1923-01-07,n
maconda01,Daryl Macon,6-2,185,G,2019,2020,1995-11-29,n
maconma01,Mark Macon,6-5,185,G,1992,1999,1969-04-14,n
macurjp01,J.P. Macura,6-5,203,G,2019,2020,1995-06-05,n
macyky01,Kyle Macy,6-3,175,G,1981,1987,1957-04-09,n
maddoja01,Jack Maddox,6-3,185,F-G,1949,1949,1919-12-10,n
maddoti01,Tito Maddox,6-4,190,G,2003,2003,1981-06-07,n
madkige01,Gerald Madkins,6-4,200,G,1994,1998,1969-04-18,n
madsema01,Mark Madsen,6-9,240,F-C,2001,2009,1976-01-28,n
magerno01,Norm Mager,6-5,185,F,1951,1951,1926-03-23,n
magetjo01,Josh Magette,6-1,160,G,2018,2020,1989-11-28,n
maggeco01,Corey Maggette,6-6,218,F,2000,2013,1979-11-12,n
magleda01,Dave Magley,6-8,202,F,1983,1983,1959-11-24,n
magloja01,Jamaal Magloire,6-11,259,C,2001,2012,1978-05-21,n
magnawi01,Will Magnay,6-10,234,C,2021,2021,1998-06-10,n
mahafra01,Randy Mahaffey,6-7,210,F,1968,1971,1945-09-28,n
mahinia01,Ian Mahinmi,6-11,262,C,2008,2020,1986-11-05,n
mahnkjo01,John Mahnken,6-8,220,C,1947,1953,1922-06-16,n
mahonbr01,Brian Mahoney,6-3,175,G,1973,1973,1948-12-17,n
mahonmo01,Mo Mahoney,6-2,205,F,1953,1954,1927-11-20,n
mahorri01,Rick Mahorn,6-10,240,C-F,1981,1999,1958-09-21,n
majerda01,Dan Majerle,6-6,215,G-F,1989,2002,1965-09-09,n
majorre01,Renaldo Major,6-7,200,F,2007,2007,1982-05-07,n
makerth01,Thon Maker,7-0,221,F-C,2017,2021,1997-02-25,n
malamli01,Lionel Malamed,5-9,150,G,1949,1949,1924-11-15,n
maledth01,Théo Maledon,6-4,175,G,2021,2024,2001-06-12,n
malonje01,Jeff Malone,6-4,205,G,1984,1996,1961-06-28,n
malonka01,Karl Malone,6-9,250,F,1986,2004,1963-07-24,y
malonmo01,Moses Malone,6-10,215,C-F,1975,1995,1955-03-23,y
malonma01,Matt Maloney,6-3,192,G,1997,2003,1971-12-06,n
malovst01,Steve Malovic,6-10,230,F,1980,1980,1956-07-21,n
maloymi01,Mike Maloy,6-7,215,F,1971,1973,1949-05-10,n
mamuksa01,Sandro Mamukelashvili,6-11,240,C-F,2022,2025,1999-05-23,n
manakte01,Ted Manakas,6-2,180,G,1974,1974,1951-02-22,n
mandijo01,John Mandic,6-4,205,F-C,1949,1950,1919-10-03,n
maneka01,Karim Mané,6-3,190,G,2021,2021,2000-05-16,n
mangifr01,Frank Mangiapane,5-10,195,G,1947,1947,1925-08-05,n
mannte01,Terance Mann,6-5,215,G-F,2020,2025,1996-10-18,n
manntr01,Tre Mann,6-3,178,G,2022,2025,2001-02-03,n
mannida01,Danny Manning,6-10,230,F-C,1989,2003,1966-05-17,n
mannied01,Ed Manning,6-7,210,F,1968,1976,1944-01-02,n
mannigu01,Guy Manning,6-6,195,F,1968,1969,1944-02-04,n
manniri01,Rich Manning,6-11,253,C,1996,1997,1970-06-23,n
mannini01,Nico Mannion,6-2,190,G,2021,2021,2001-03-14,n
mannipa01,Pace Mannion,6-7,190,G,1984,1989,1960-09-22,n
mantini01,Nick Mantis,6-3,190,G,1960,1963,1935-12-07,n
maravpe01,Pete Maravich,6-5,197,G,1971,1980,1947-06-22,y
maravpr01,Press Maravich,6-0,185,G,1947,1947,1915-08-29,n
marblde01,Devyn Marble,6-6,200,G-F,2015,2016,1992-09-21,n
marblro01,Roy Marble,6-6,190,G-F,1990,1994,1966-12-13,n
marbust01,Stephon Marbury,6-2,180,G,1997,2009,1977-02-20,n
marcisa01,Šarūnas Marčiulionis,6-5,200,G,1990,1997,1964-06-13,y
mariasa01,Saul Mariaschin,5-11,165,G,1948,1948,1924-09-01,n
marinja01,Jack Marin,6-7,200,F-G,1967,1977,1944-10-12,n
mariosh01,Shawn Marion,6-7,220,F,2000,2015,1978-05-07,n
marjabo01,Boban Marjanović,7-4,290,C,2016,2024,1988-08-15,n
markkla01,Lauri Markkanen,7-0,240,F-C,2018,2025,1997-05-22,n
markoda01,Damir Markota,6-10,225,C,2007,2007,1985-12-26,n
marksse01,Sean Marks,6-10,250,F-C,1999,2011,1975-08-23,n
marlaha01,Harvey Marlatt,6-3,185,G,1971,1973,1948-08-26,n
marshji01,Jim Marsh,6-7,215,F,1972,1972,1946-04-26,n
marshri01,Ricky Marsh,6-3,200,G,1978,1978,1954-03-10,n
marshdo02,Donny Marshall,6-7,230,F,1996,2003,1972-07-17,n
marshdo01,Donyell Marshall,6-9,218,F,1995,2009,1973-05-18,n
marshke01,Kendall Marshall,6-4,200,G,2013,2016,1991-08-19,n
marshna01,Naji Marshall,6-7,220,F,2021,2025,1998-01-24,n
marshra01,Rawle Marshall,6-9,190,G-F,2006,2007,1982-02-20,n
marshto01,Tom Marshall,6-4,215,F-G,1955,1959,1931-01-06,n
marshve01,Vester Marshall,6-7,200,F,1974,1974,1948-12-22,n
martibi01,Bill Martin,6-7,205,F,1986,1988,1962-08-16,n
martibo01,Bob Martin,7-0,250,C,1994,1995,1969-10-07,n
martibr01,Brian Martin,6-9,212,F,1986,1986,1962-08-18,n
martica02,Caleb Martin,6-5,205,F,2020,2025,1995-09-28,n
martica01,Cartier Martin,6-7,220,F,2009,2015,1984-11-20,n
martico01,Cody Martin,6-5,205,G-F,2020,2025,1995-09-28,n
marticu01,Cuonzo Martin,6-5,213,G-F,1996,1997,1971-09-23,n
martida01,Darrick Martin,5-11,170,G,1995,2008,1971-03-06,n
martidi01,Dino Martin,5-8,160,G,1947,1948,1920-05-25,n
martido01,Don Martin,6-7,210,C-F,1947,1949,1920-02-07,n
martife01,Fernando Martín,6-9,220,C,1987,1987,1962-03-25,n
martija01,Jarell Martin,6-10,239,F,2016,2019,1994-05-24,n
martija02,Jaylen Martin,6-6,216,F,2025,2025,2004-01-28,n
martije01,Jeff Martin,6-5,195,G,1990,1991,1967-01-14,n
martije02,Jeremiah Martin,6-3,185,G,2020,2021,1996-06-19,n
martike03,Kelan Martin,6-5,230,F,2020,2022,1995-08-03,n
martike01,Kenyon Martin,6-9,234,F,2001,2015,1977-12-30,n
martike02,Kevin Martin,6-7,199,G,2005,2016,1983-02-01,n
martike04,KJ Martin,6-6,215,F,2021,2025,2001-01-06,n
martila01,LaRue Martin,6-11,208,C,1973,1976,1950-03-30,n
martima01,Maurice Martin,6-6,200,F-G,1987,1988,1964-07-02,n
martiph01,Phil Martin,6-3,190,G,1955,1955,1928-04-02,n
martisl01,Slater Martin,5-10,170,G,1950,1960,1925-10-22,y
martity01,Tyrese Martin,6-6,215,G,2023,2025,1999-03-07,n
martiwh01,Whitey Martin,6-2,185,G,1962,1962,1939-04-11,n
mashbja01,Jamal Mashburn,6-8,240,F,1994,2004,1972-11-29,n
masinal01,Al Masino,5-10,174,G,1953,1954,1928-02-05,n
masonan01,Anthony Mason,6-8,250,F,1990,2003,1966-12-14,n
masonde01,Desmond Mason,6-7,224,F,2001,2010,1977-10-11,n
masonfr01,Frank Mason III,5-11,190,G,2018,2021,1994-04-03,n
masonro01,Roger Mason,6-5,200,G,2003,2014,1980-09-10,n
masseto01,Tony Massenburg,6-9,220,F,1991,2005,1967-07-31,n
masted01,Eddie Mast,6-9,220,F-C,1971,1973,1948-10-03,n
matenya01,Yante Maten,6-8,240,F,2019,2019,1996-08-14,n
mathega01,Garrison Mathews,6-5,215,G,2020,2025,1996-10-24,n
mathima01,Mangok Mathiang,6-10,230,C-F,2018,2018,1992-10-08,n
mathida01,Dakota Mathias,6-4,200,G,2021,2022,1995-07-11,n
mathijo01,Johnny Mathis,6-6,220,F,1968,1968,1943-07-14,n
mathube01,Bennedict Mathurin,6-6,210,G-F,2023,2025,2002-06-19,n
matkoka01,Karlo Matković,6-11,231,F-C,2025,2025,2001-03-30,n
matthwe01,Wes Matthews,6-1,170,G,1981,1990,1959-08-24,n
matthwe02,Wesley Matthews,6-5,220,G,2010,2024,1986-10-14,n
maughar01,Ariel Maughan,6-4,190,F,1947,1951,1923-02-23,n
maxeyma01,Marlon Maxey,6-8,250,F,1993,1994,1969-02-19,n
maxeyty01,Tyrese Maxey,6-2,200,G,2021,2025,2000-11-04,n
maxieja01,Jason Maxiell,6-7,260,F-C,2006,2015,1983-02-18,n
maxwece01,Cedric Maxwell,6-8,205,F,1978,1988,1955-11-21,n
maxweve01,Vernon Maxwell,6-4,180,G,1989,2001,1965-09-12,n
maydo01,Don May,6-4,200,F,1969,1975,1946-01-03,n
maysc01,Scott May,6-7,215,F,1977,1983,1954-03-19,n
mayse01,Sean May,6-9,266,F-C,2006,2010,1984-04-04,n
maybele01,Lee Mayberry,6-1,172,G,1993,1999,1970-06-12,n
mayescl01,Clyde Mayes,6-8,225,F,1976,1977,1953-03-17,n
mayesth01,Tharon Mayes,6-3,175,G,1992,1992,1968-09-09,n
mayfibi01,Bill Mayfield,6-7,205,F,1981,1981,1957-10-17,n
mayfike01,Ken Mayfield,6-2,185,G,1976,1976,1948-05-11,n
maynoer01,Eric Maynor,6-3,175,G,2010,2014,1987-06-11,n
mayooj01,O.J. Mayo,6-5,210,G,2009,2016,1987-11-05,n
mayssk01,Skylar Mays,6-4,205,G,2021,2024,1997-09-05,n
maystr01,Travis Mays,6-2,190,G,1991,1993,1968-06-19,n
mazzama01,Matt Mazza,6-3,210,F,1950,1950,1923-09-23,n
mbahalu01,Luc Mbah a Moute,6-8,230,F,2009,2020,1986-09-09,n
mcadobo01,Bob McAdoo,6-9,210,C-F,1973,1986,1951-09-25,y
mcadoja01,James Michael McAdoo,6-9,230,F,2015,2018,1993-01-04,n
mcbrike01,Ken McBride,6-3,190,G-F,1955,1955,1929-05-23,n
mcbrimi01,Miles McBride,6-2,200,G,2022,2025,2000-09-08,n
mccaija01,Jared McCain,6-2,195,G,2025,2025,2004-02-20,n
mccalta01,Tahjere McCall,6-5,195,G,2019,2019,1994-08-17,n
mccalra01,Ray McCallum,6-3,190,G,2014,2016,1991-06-12,n
mccanbo01,Bob McCann,6-6,244,F,1990,1998,1964-04-22,n
mccanbr01,Brendan McCann,6-2,178,G,1958,1960,1935-07-05,n
mccanme01,Mel McCants,6-8,240,F,1990,1990,1967-08-19,n
mccanra01,Rashad McCants,6-4,207,G,2006,2009,1984-09-25,n
mccarmi01,Mike McCarron,5-11,180,G,1947,1950,1922-03-02,n
mccaran01,Andre McCarter,6-3,190,G,1977,1981,1953-08-25,n
mccarwi01,Willie McCarter,6-3,175,G,1970,1972,1946-07-26,n
mccarjo01,Johnny McCarthy,6-1,185,G,1957,1964,1934-04-25,n
mccarho01,Howie McCarty,6-2,190,F-G,1947,1947,1919-04-15,n
mccarke01,Kelly McCarty,6-7,200,G-F,1999,1999,1975-08-24,n
mccarwa01,Walter McCarty,6-10,230,F,1997,2006,1974-02-01,n
mccasam01,Amal McCaskill,6-11,235,F-C,1997,2004,1973-10-28,n
mccawpa01,Patrick McCaw,6-7,181,G,2017,2021,1995-10-25,n
mccladw01,Dwayne McClain,6-6,185,G,1986,1986,1963-02-07,n
mcclate01,Ted McClain,6-1,180,G,1972,1979,1946-08-30,n
mcclida01,Dan McClintock,7-0,270,C,2001,2001,1977-04-19,n
mccloja01,Jack McCloskey,6-2,190,G,1953,1953,1925-09-19,n
mccloge01,George McCloud,6-6,205,G-F,1990,2002,1967-05-27,n
mccluma01,Mac McClung,6-2,185,G,2022,2025,1999-01-06,n
mccolcj01,CJ McCollum,6-3,190,G,2014,2025,1991-09-19,n
mcconjo01,John McConathy,6-5,195,F,1952,1952,1930-04-09,n
mcconbu01,Bucky McConnell,5-10,170,G,1953,1953,1928-07-01,n
mccontj01,T.J. McConnell,6-1,190,G,2016,2025,1992-03-25,n
mccorke01,Keith McCord,6-7,210,G,1981,1981,1957-06-22,n
mccorti01,Tim McCormick,6-11,240,C,1985,1992,1962-03-10,n
mccoyje01,Jelani McCoy,6-10,245,C,1999,2008,1977-12-06,n
mccrapa01,Paul McCracken,6-4,180,G,1973,1977,1950-09-11,n
mccrach01,Chris McCray,6-5,192,G,2007,2007,1984-05-27,n
mccraro01,Rodney McCray,6-7,220,F-G,1984,1993,1961-08-29,n
mccrasc01,Scooter McCray,6-9,215,F-G,1984,1987,1960-02-08,n
mccreer01,Erik McCree,6-7,219,F,2018,2018,1993-12-20,n
mcculch01,Chris McCullough,6-11,200,F,2016,2018,1995-02-05,n
mcculjo01,John McCullough,6-4,190,G,1982,1982,1956-10-05,n
mcdancl01,Clint McDaniel,6-4,180,G,1996,1996,1972-02-26,n
mcdanxa01,Xavier McDaniel,6-7,205,F,1986,1998,1963-06-04,n
mcdanja02,Jaden McDaniels,6-9,185,F,2021,2025,2000-09-29,n
mcdanja01,Jalen McDaniels,6-9,205,F,2020,2025,1998-01-31,n
mcdanji01,Jim McDaniels,6-11,228,C-F,1972,1978,1948-04-02,n
mcdankj01,K.J. McDaniels,6-6,205,G-F,2015,2017,1993-02-09,n
mcderdo01,Doug McDermott,6-6,225,F,2015,2025,1992-01-03,n
mcderse01,Sean McDermott,6-6,195,F,2021,2021,1996-11-03,n
mcdonbe01,Ben McDonald,6-8,210,F,1986,1989,1962-07-20,n
mcdongl01,Glenn McDonald,6-6,190,F-G,1975,1977,1952-03-18,n
mcdonmi01,Michael McDonald,6-10,232,C,1998,1998,1969-02-13,n
mcdonro01,Rod McDonald,6-6,205,F,1971,1973,1945-04-09,n
mcdowha01,Hank McDowell,6-9,215,F-C,1982,1987,1959-11-13,n
mcdyean01,Antonio McDyess,6-9,220,F-C,1996,2011,1974-09-07,n
mcelrji01,Jim McElroy,6-3,190,G,1976,1982,1953-10-04,n
mcfarpa01,Pat McFarland,6-5,185,F-G,1974,1976,1951-12-07,n
mcfariv01,Ivan McFarlin,6-8,240,F,2007,2007,1982-04-26,n
mcgahme01,Mel McGaha,6-1,190,G,1949,1949,1926-09-26,n
mcgarmi01,Mitch McGary,6-10,255,F-C,2015,2016,1992-06-06,n
mcgeeja01,JaVale McGee,7-0,270,C,2009,2024,1988-01-19,n
mcgeemi01,Mike McGee,6-5,190,G-F,1982,1990,1959-07-29,n
mcgilbi01,Billy McGill,6-9,225,C-F,1963,1970,1939-09-16,n
mcginge01,George McGinnis,6-8,235,F-C,1972,1982,1950-08-12,y
mcglojo01,Jon McGlocklin,6-5,205,G-F,1966,1976,1943-06-10,n
mcgowbr01,Bryce McGowens,6-7,179,G-F,2023,2025,2002-11-08,n
mcgratr01,Tracy McGrady,6-8,210,G-F,1998,2012,1979-05-24,y
mcgregi01,Gil McGregor,6-8,240,F,1972,1972,1949-06-14,n
mcgrica01,Cameron McGriff,6-7,230,F,2022,2022,1997-09-30,n
mcgriel01,Elton McGriff,6-9,225,C,1968,1969,1942-08-21,n
mcgruro01,Rodney McGruder,6-4,205,G,2017,2023,1991-07-29,n
mcguial01,Al McGuire,6-2,180,G-F,1952,1955,1928-09-07,y
mcguial02,Allie McGuire,6-3,175,G,1974,1974,1951-07-10,n
mcguidi01,Dick McGuire,6-0,180,G,1950,1960,1926-01-25,y
mcguido01,Dominic McGuire,6-9,220,F,2008,2013,1985-10-20,n
mchalke01,Kevin McHale,6-10,210,F-C,1981,1993,1957-12-19,y
mcharma01,Maurice McHartley,6-3,185,G-F,1968,1970,1942-08-01,n
mcilvji01,Jim McIlvaine,7-1,240,C,1995,2001,1972-07-30,n
mcinnje01,Jeff McInnis,6-4,190,G,1997,2008,1974-10-22,n
mcintke01,Kenny McIntosh,6-7,225,F,1972,1975,1949-01-21,n
mcintbo01,Bob McIntyre,6-6,215,F,1968,1970,1944-01-23,n
mckeeje01,Jerry McKee,6-3,190,G,1970,1970,1946-08-04,n
mckenke01,Kevin McKenna,6-5,195,G-F,1982,1988,1959-01-08,n
mckenfo01,Forrest McKenzie,6-7,200,F,1987,1987,1963-02-16,n
mckenst01,Stan McKenzie,6-5,195,F-G,1968,1974,1944-10-06,n
mckeyde01,Derrick McKey,6-9,205,F-C,1988,2002,1966-10-10,n
mckieaa01,Aaron McKie,6-5,209,G-F,1995,2007,1972-10-02,n
mckinbi01,Billy McKinney,6-0,160,G,1979,1986,1955-06-05,n
mckinbo01,Bones McKinney,6-6,185,F-C,1947,1952,1919-01-01,n
mckinca01,Carlton McKinney,6-4,190,G,1990,1992,1964-10-21,n
mckintr01,Trey McKinney-Jones,6-5,214,G,2018,2018,1990-08-27,n
mckinal01,Alfonzo McKinnie,6-7,215,F,2018,2022,1992-09-17,n
mclauja01,JaQuori McLaughlin,6-4,190,G,2022,2022,1998-01-29,n
mclaujo01,Jordan McLaughlin,6-0,185,G,2020,2025,1996-04-09,n
mclembe01,Ben McLemore,6-3,195,G,2014,2022,1993-02-11,n
mclemmc01,McCoy McLemore,6-7,230,F-C,1965,1972,1942-04-03,n
mcleoge01,George McLeod,6-5,200,F,1953,1953,1931-01-03,n
mcleoke01,Keith McLeod,6-2,188,G,2004,2007,1979-11-05,n
mcleoro01,Roshown McLeod,6-8,221,F,1999,2001,1975-11-17,n
mcmahja01,Jack McMahon,6-1,185,G,1953,1960,1928-12-03,n
mcmilna01,Nate McMillan,6-5,195,G-F,1987,1998,1964-08-03,n
mcmilto01,Tom McMillen,6-11,215,F-C,1976,1986,1952-05-26,n
mcmilji01,Jim McMillian,6-5,215,F,1971,1979,1948-03-11,n
mcmilsh01,Shellie McMillon,6-5,205,F,1959,1962,1936-03-11,n
mcmulma01,Mal McMullen,6-5,210,F-C,1950,1951,1927-08-23,n
mcnabch01,Chet McNabb,6-2,200,F,1948,1948,1920-09-19,n
mcnamma01,Mark McNamara,6-11,235,C-F,1983,1991,1959-06-08,n
mcnamjo01,Joe McNamee,6-6,210,F-C,1951,1952,1926-09-24,n
mcneaje01,Jerel McNeal,6-3,200,G,2015,2015,1987-06-01,n
mcneach01,Chris McNealy,6-7,210,F,1986,1988,1961-07-15,n
mcneibo01,Bob McNeill,6-1,170,G,1961,1962,1938-10-22,n
mcneila01,Larry McNeill,6-9,195,F-C,1974,1979,1951-01-31,n
mcnulca01,Carl McNulty,6-3,185,G,1955,1955,1930-02-14,n
mcphepa01,Paul McPherson,6-4,210,G,2001,2001,1978-07-03,n
mcpipro01,Roy McPipe,6-3,205,G,1975,1975,1950-05-05,n
mcqueco01,Cozell McQueen,6-11,235,F,1987,1987,1962-01-18,n
mcraejo01,Jordan McRae,6-5,179,G,2016,2020,1991-03-28,n
mcreyth01,Thales McReynolds,6-3,185,G,1966,1966,1943-06-08,n
mcrobjo01,Josh McRoberts,6-10,240,F-C,2008,2018,1987-02-28,n
mcveija01,Jack McVeigh,6-8,215,F,2025,2025,1996-06-27,n
mcwiler01,Eric McWilliams,6-8,200,F,1973,1973,1950-04-18,n
mearnge01,George Mearns,6-3,175,F,1947,1948,1922-04-18,n
medvest01,Stanislav Medvedenko,6-10,250,F,2001,2007,1979-04-04,n
meeda01,Darnell Mee,6-5,175,G,1994,1995,1971-02-11,n
meeksjo01,Jodie Meeks,6-4,210,G,2010,2019,1987-08-21,n
meelycl01,Cliff Meely,6-8,215,F-C,1972,1976,1947-07-10,n
meentsc01,Scott Meents,6-10,225,F,1990,1991,1964-01-04,n
mehendi01,Dick Mehen,6-5,195,F-C,1950,1952,1922-05-20,n
meinemo01,Monk Meineke,6-7,208,F-C,1953,1958,1930-10-30,n
meinhca01,Carl Meinhold,6-2,185,G-F,1948,1949,1926-03-29,n
mejrisa01,Salah Mejri,7-2,235,C,2016,2019,1986-06-15,n
mekelga01,Gal Mekel,6-3,191,G,2014,2015,1988-03-04,n
melchbi01,Bill Melchionni,6-1,165,G,1967,1976,1944-10-19,n
melchga01,Gary Melchionni,6-2,185,G,1974,1975,1951-01-19,n
mellini01,Nicolò Melli,6-9,236,F,2020,2021,1991-01-26,n
melofa01,Fab Melo,7-0,255,C,2013,2013,1990-06-20,n
meltode01,De'Anthony Melton,6-2,200,G,2019,2025,1998-05-28,n
melvied01,Ed Melvin,5-9,170,G,1947,1947,1916-02-13,n
meminde01,Dean Meminger,6-0,175,G,1972,1977,1948-05-13,n
